Garden of Unearthly Delights,Robert Rankin,617,,,BIOENGINEERING,SCI010000
Gaslight Dogs,Karin Lowachee,368,,,FICTION_FANTASY_EPIC,FIC009020
George Macdonald's Lilith : A Romance by George MacDonald,George MAcDONALD,220,14.95,USD,"FICTION_RELIGIOUS , PHILOSOPHY","PHI000000 , FIC026000"
Ghost Ocean,S. M. Peters,496,,,FICTION_FANTASY_GENERAL,FIC009000
Ghost of a Chance,Simon R. Green,272,,,FICTION_FANTASY_GENERAL,FIC009000
Ghost of a Smile,Simon R. Green,288,,,"FICTION_FANTASY_PARANORMAL , FICTION_SUSPENSE","FIC009050 , FIC030000"
Ghost of the Revelator,L. E. Modesitt,304,,,"FICTION_SCIENCE FICTION_GENERAL , FICTION_HISTORICAL , FICTION_ESPIONAGE","FIC006000 , FIC028000 , FIC014000"
Ghost of the Well of Souls,Jack L. Chalker,352,,,"FICTION_SCIENCE FICTION_ADVENTURE , WELL WORLD (IMAGINARY PLACE)_FICTION",FIC028010
Ghost of the White Nights,L. E. Modesitt,384,,,FICTION_FANTASY_HISTORICAL,FIC009030
Ghosts and Echoes,Lyn Benedict,368,,,FICTION_FANTASY_GENERAL,FIC009000
Ghosts of Manhattan,George Mann,350,,,"FICTION_MYSTERY & DETECTIVE_GENERAL , FICTION_FANTASY_GENERAL , NEW YORK (N.Y.)_FICTION","FIC022000 , FIC009000"
God Created the Integers : The Mathematical Breakthroughs That Changed History,Stephen W. Hawking,1176,,,MATHEMATICS_HISTORY,MAT015000
"Gödel, Escher, Bach : An Eternal Golden Braid",Douglas R. Hofstadter,"xxi, 777",,,"BACH, JOHANN SEBASTIAN, 1685-1750 , ESCHER, M. C. (MAURITS CORNELIS), 1898-1970 , GOEDEL, KURT, 1906-1978","MUS006000 , ART016000 , BIO015000"
God Killer,Simon R. Green,187,,,"FICTION_FANTASY_EPIC , HAWK (FICTITIOUS CHARACTER : GREEN)_FICTION , FISHER (FICTITIOUS CHARACTER : GREEN)_FICTION , HAVEN (IMAGINARY PLACE: GREEN)_FICTION",FIC009020
God of Clocks,Alan Campbell,500,,,FICTION_FANTASY_GENERAL,FIC009000
Gods and Pawns,Kage Baker,336,,,FICTION_SCIENCE FICTION_GENERAL,FIC028000
Golden Cat,Gabriel King,350,,,FICTION_FANTASY_GENERAL,FIC009000
Good Prince,"Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich and Andrew Pepoy",240,,,COMICS & GRAPHIC NOVELS_FANTASY,CGN004030
"Good, the Bad, and the Uncanny",Simon R. Green,288,,,"FICTION_FANTASY_GENERAL , PRIVATE INVESTIGATORS_FICTION , LONDON (ENGLAND)_FICTION","FIC009000 , FIC022090"
"Go Quest, Young Man",K. B. Bogen,288,,,FICTION_SCIENCE FICTION_GENERAL,FIC028000
Grass for His Pillow Bk. 2 : Tales of the Otori,Lian Hearn,368,,,"FICTION_FANTASY_HISTORICAL , JAPAN_FICTION",FIC009030
Graveyard Game,Kage Baker,304,,,FICTION_SCIENCE FICTION_GENERAL,FIC028000
Gray's Anatomy,,624,29.95,AUD,ANATOMY,SCI056000
Great Fables Crossover,Bill Willingham and Matthew Sturges,224,12.99,GBP,COMICS & GRAPHIC NOVELS_FANTASY,CGN004030
Green and the Gray,Timothy Zahn,448,,,"FICTION_SCIENCE FICTION_GENERAL , NEW YORK (N.Y.)_FICTION",FIC028000
Green-Eyed Demon,Jaye Wells,400,,,"VAMPIRES_FICTION , CRIMINALS_FICTION , FICTION_ROMANCE_PARANORMAL","FIC027120 , FIC024000 , FIC050000"
Greywalker,Kat Richardson,352,,,"FICTION_OCCULT & SUPERNATURAL , FICTION_SUSPENSE , VAMPIRES_FICTION , PRIVATE INVESTIGATORS_FICTION","FIC030000 , FIC022090 , FIC024000"
Grimrose Path : A Trickster Novel,Rob Thurman,352,,,"FICTION_FANTASY_URBAN LIFE , FICTION_ROMANCE_PARANORMAL","FIC009060 , FIC027120"
Guard Against Dishonor,Simon R. Green,,4.99,CND,"FICTION_FANTASY_EPIC , HAWK (FICTITIOUS CHARACTER : GREEN)_FICTION , FISHER (FICTITIOUS CHARACTER : GREEN)_FICTION , HAVEN (IMAGINARY PLACE: GREEN)_FICTION",FIC009020
Gunmetal Magic,Ilona Andrews,448,,,"FICTION_FANTASY_PARANORMAL , ATLANTA (GA.)_FICTION , FICTION_OCCULT & SUPERNATURAL , FICTION_FANTASY_CONTEMPORARY","FIC009050 , FIC009010 , FIC024000"
"Guns, Germs, and Steel : A Short History of Everybody for the Last 13,000 Years",Jared Diamond,480,,,"HUMAN BEINGS_EFFECT OF ENVIRONMENT ON , ETHNOLOGY , SOCIAL EVOLUTION , CULTURE DIFFUSION , CIVILIZATION_HISTORY","SOC002010 , SOC026000 , HIS039000 , SCI026000"
"Gun, with Occasional Music",Jonathan Lethem,272,,,"FICTION_MYSTERY & DETECTIVE_POLICE PROCEDURAL , CALIFORNIA_FICTION , METCALF, CONRAD (FICTITIOUS CHARACTER)_FICTION",FIC022020
Habeas Corpses,Wm. Mark Simmons,416,,,FICTION_FANTASY_GENERAL,FIC009000
Hard Day's Knight,Simon R. Green,304,,,"FICTION_FANTASY_GENERAL , PRIVATE INVESTIGATORS_FICTION , LONDON (ENGLAND)_FICTION","FIC009000 , FIC022090"
Havemercy,Jaida Jones and Danielle Bennett,448,,,"FICTION_FANTASY_GENERAL , MAGICIANS_FICTION","FIC009000 , JUV037000"
Hawaiian U. F. O. Aliens,Mel Gilden,272,4.99,CND,FICTION_SCIENCE FICTION_GENERAL,FIC028000
Hawk and Fisher,Simon R. Green,,5.99,CND,"HAWK (FICTITIOUS CHARACTER : GREEN)_FICTION , FISHER (FICTITIOUS CHARACTER : GREEN)_FICTION , HAVEN (IMAGINARY PLACE: GREEN)_FICTION , FICTION_FANTASY_EPIC",FIC009020
Heart of Light,Sarah A. Hoyt,528,,,FICTION_FANTASY_GENERAL,FIC009000
Heat Stroke,Rachel Caine,,,,FICTION_FANTASY_GENERAL,FIC009000
Heirs of Empire,David Weber,544,,,FICTION_SCIENCE FICTION_GENERAL,FIC028000
Hellblazer - Tainted Love,Garth Ennis and Steve Dillon,320,,,COMICS & GRAPHIC NOVELS_SCIENCE FICTION,CGN004070
Hell on High,Holly Lisle and Ted Nolan,320,,,FICTION_GENERAL,FIC000000
Heralds of the Storm,Andrew Bates,288,6.5,GBP,FICTION_HORROR,FIC015000
Heroes Die,Matthew Woodring Stover,560,,,FICTION_SCIENCE FICTION_GENERAL,FIC028000
H. G. Wells the Time Machine,H. G. Wells,108,4.95,USD,,
Homelands,,,,,,
Host,Faith Hunter,336,,,FICTION_FANTASY_GENERAL,FIC009000
Hot Sky at Midnight,Robert Silverberg,388,,,FICTION_GENERAL,FIC000000
House of the Stag,Kage Baker,352,,,FICTION_FANTASY_GENERAL,FIC009000
Hp Spaces of an Annulus,Donald Sarason,80,30,USD,MATHEMATICS,MAT000000
"Hunter, Healer",Lilith Saintcrow,,7.5,GBP,,
I Ching - The Book of Changes,James Legge,448,,,YI JING,OCC038000
Ill Wind,Rachel Caine,,,,FICTION_FANTASY_GENERAL,FIC009000
Imperial Stars,E. E. Smith,155,,,,
In Dog Years I'd Be Dead : Garfield at 25,Jim Davis,224,,,"COMIC BOOKS, STRIPS, ETC.",CGN000000
Innamorati,Midori Snyder,384,,,FICTION_FANTASY_HISTORICAL,FIC009030
In Search of Schrodinger's Cat : Quantum Physics and Reality,John Gribbin,400,,,"QUANTUM THEORY , REALITY , SCHRODINGER, ERWIN, 1887-1961","SCI057000 , PHI000000 , BIO015000"
In the Company of Thieves,Kage Baker,288,,,FICTION_FANTASY_SHORT STORIES,FIC009040
In the Cube : A Novel of Future Boston,David A. Smith,288,,,"MASSACHUSETTS_FICTION , BOSTON (MASS.)_FICTION",
Introduction to Algorithms,"Thomas H. Cormen, Charles E. Leiserson and Ronald L. Rivest",768,,,"COMPUTER ALGORITHMS , ELECTRONIC DIGITAL COMPUTERS_PROGRAMMING","COM051300 , COM051000"
Introduction to Chaotic Dynamical Systems,Robert L. Devaney,362,,,"DIFFERENTIABLE DYNAMICAL SYSTEMS , CHAOTIC BEHAVIOR IN SYSTEMS","SCI012000 , MAT007000"
Iron Crowned,Richelle Mead,384,,,FICTION_FANTASY_GENERAL,FIC009000
Iron Wyrm Affair,Lilith Saintcrow,336,,,FICTION_OCCULT & SUPERNATURAL,FIC024000
Island of Dr Moreau - the Classic Tale by H G Wells,H. G. Wells,152,3.99,USD,,
Jack's Big Book of War,"Bill Willingham, Matthew Sturges and Tony Akins",128,,,COMICS & GRAPHIC NOVELS_FANTASY,CGN004030
Jaguar Hunter,Lucius Shepard,272,,,"FICTION_FANTASY_GENERAL , FICTION_SHORT STORIES (single author)","FIC009000 , FIC029000"
Jailbait Zombie,Mario Acevedo,326,,,"FICTION_MYSTERY & DETECTIVE_HARD-BOILED , FICTION_FANTASY_GENERAL , VAMPIRES_FICTION , PRIVATE INVESTIGATORS_FICTION , IRAQ_FICTION","FIC022010 , FIC009000 , FIC022090 , FIC024000"
"John Constantine, Hellblazer : Pandemonium",Jock and James Delano,128,,,COMICS & GRAPHIC NOVELS_HORROR,CGN004040
Journey to Inner Space,Rodney R. Romney,,,,,
Juniper,Monica Furlong,208,23.95,CND,"CHILDREN'S FICTION , WITCHCRAFT_FICTION","JUV037000 , JUV000000"
Kent Montana and the Once and Future Thing,Lionel Fenn,,4.95,CND,"FICTION_SCIENCE FICTION_GENERAL , MONTANA, KENT (FICTITIOUS CHARACTER)_FICTION , ACTORS_FICTION",FIC028000
Key to Conflict,Talia Gryphon,336,,,FICTION_FANTASY_GENERAL,FIC009000
Key to Conspiracy,Talia Gryphon,272,,,"FICTION_FANTASY_GENERAL , FICTION_VISIONARY & METAPHYSICAL , RUSSIA (FEDERATION)_FICTION , PSYCHOTHERAPISTS_FICTION","FIC039000 , FIC025000 , FIC009000"
Kill the Dead,Richard Kadrey,400,,,FICTION_OCCULT & SUPERNATURAL,FIC024000
Kiss Before the Apocalypse,Thomas E. Sniegoski,304,,,"FICTION_FANTASY_GENERAL , PRIVATE INVESTIGATORS_FICTION","FIC009000 , FIC022090"
Lady Crymsyn,P. N. Elrod,416,,,"FICTION_MYSTERY & DETECTIVE_GENERAL , FICTION_HORROR , FLEMING, JACK (FICTITIOUS CHARACTER)_FICTION , PRIVATE INVESTIGATORS_FICTION , VAMPIRES_FICTION , CHICAGO (ILL.)_FICTION , ILLINOIS_FICTION","FIC022000 , FIC015000 , FIC022090 , FIC024000"
Lakota Way : Stories and Lessons for Living,Joseph M. Marshall,256,35.99,CND,"NEW AGE MOVEMENT , INDIANS OF NORTH AMERICA_GREAT PLAINS , VALUES , INDIANS OF NORTH AMERICA_FOLKLORE , SPIRITUAL LIFE","SOC011000 , SOC021000 , PHI005000 , OCC000000 , REL062000"
"Lamb : The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,512,,,"FICTION_CHRISTIAN_GENERAL , JESUS CHRIST_FICTION , FRIENDSHIP_FICTION , FICTION_HUMOROUS","FIC016000 , FIC042000"
"Large Problems, Small Machines : Transforming Your Problems with Advanced Algorithms",Steve Heller,253,,,"COMPUTER ALGORITHMS , ELECTRONIC DIGITAL COMPUTERS_PROGRAMMING","COM051300 , COM051000"
Last Call,Tim Powers,638,,,"FICTION_FANTASY_GENERAL , FICTION_OCCULT & SUPERNATURAL , LAS VEGAS (NEV.)_FICTION","FIC009000 , FIC024000"
Last Mountain,Robert C. Fleet,1,,,"FICTION_SCIENCE FICTION_GENERAL , FICTION_FANTASY_GENERAL","FIC028000 , FIC009000"
Late Eclipses,Seanan McGuire,400,,,FICTION_OCCULT & SUPERNATURAL,FIC024000
Legend of the Jade Dragon,Yasmine Galenorn,288,,,FICTION_MYSTERY & DETECTIVE_WOMEN SLEUTHS,FIC022040
Life Blood,P. N. Elrod,160,,,"FICTION_MYSTERY & DETECTIVE_GENERAL , VAMPIRES_FICTION , FICTION_HORROR , FLEMING, JACK (FICTITIOUS CHARACTER)_FICTION , PRIVATE INVESTIGATORS_FICTION , CHICAGO (ILL.)_FICTION , ILLINOIS_FICTION","FIC022000 , FIC015000 , FIC022090 , FIC024000"
Life Guards in the Hamptons,Celia Jerome,320,,,FICTION_FANTASY_GENERAL,FIC009000
Life of Pi,Yann Martel,320,,,"FICTION_PSYCHOLOGICAL , FICTION_ACTION & ADVENTURE","FIC025000 , FIC002000"
Life of the World to Come,Kage Baker,336,,,FICTION_SCIENCE FICTION_ADVENTURE,FIC028010
Lilith,George MacDonald,264,,,"FICTION_SCIENCE FICTION_GENERAL , FICTION_FANTASY_GENERAL","FIC028000 , FIC009000"
Living Shadows,John Shirley,248,,,FICTION_FANTASY_SHORT STORIES,FIC009040
Lord of Light,Roger Zelazny,320,,,FICTION_SCIENCE FICTION_GENERAL,FIC028000
Love Is in the Earth - A Kaleidoscope of Crystals Update : The Reference Book Describing the Metaphysical Properties of the Mineral Kingdom,"A. Melody, R. R. Jackson and Julianne P. Guilbault",728,,,"CRYSTALS_PSYCHIC ASPECTS , CRYSTALS_MISCELLANEA",OCC004000
Machine's Child,Kage Baker,368,,,FICTION_SCIENCE FICTION_GENERAL,FIC028000
Magic Bites,Ilona Andrews,288,,,"FICTION_FANTASY_GENERAL , ATLANTA (GA.)_FICTION",FIC009000
Magic Bleeds,Ilona Andrews,384,,,"FICTION_FANTASY_PARANORMAL , ATLANTA (GA.)_FICTION",FIC009050
Magic Engineer,L. E. Modesitt,768,,,"FICTION_FANTASY_EPIC , RECLUCE (IMAGINARY PLACE)_FICTION",FIC009020
March of the Wooden Soldiers,"Bill Willingham, Mark Buckingham and Steve Leialoha",192,,,"COMICS & GRAPHIC NOVELS_GENERAL , FICTION_FANTASY_GENERAL","CGN000000 , FIC009000"
Mark of the Moderately Vicious Vampire,Lionel Fenn,,5.99,CND,FICTION_SCIENCE FICTION_GENERAL,FIC028000
Married with Zombies,Jesse Petersen,272,,,"FICTION_HUMOROUS , MARRIED PEOPLE_FICTION , MAN-WOMAN RELATIONSHIPS_FICTION",FIC016000
Master of Many Treasures,Mary Brown,384,,,FICTION_FANTASY_GENERAL,FIC009000
Mathemagics,Margaret Ball,352,,,MATHEMATICS_POPULAR WORKS,MAT000000
Mechanical Devices for the Electronics Experimenter,C. Britton Rorabaugh,237,,,"ELECTRONICS_AMATEURS' MANUALS , MECHANICAL MOVEMENTS","TEC009070 , HOM006000"
Medicine Wheel : Earth Astrology,"Peter Nufer, Sun Bear and Wabun Wind",224,,,ASTROLOGY,OCC002000
Mendoza in Hollywood,Kage Baker,384,,,"FICTION_GENERAL , HOLLYWOOD (LOS ANGELES, CALIF.)_FICTION",FIC000000
Meow de Ching,Michael Kent,144,,,WIT AND HUMOR,HUM000000
Mermaid's Madness,Jim C. Hines,352,,,"FICTION_PSYCHOLOGICAL , AMERICAN FICTION (COLLECTIONS)","FIC025000 , FIC003000"
Minority Council,Kate Griffin,400,,,"LONDON (ENGLAND)_FICTION , FICTION_FANTASY_GENERAL",FIC009000
Mir,Alexander Besher,320,,,,
Mirabile,Janet Kagan,288,,,FICTION_SCIENCE FICTION_GENERAL,FIC028000
Mistborn : The Final Empire - The Well of Ascension - The Hero of Ages,Brandon Sanderson,1000,,,FICTION_FANTASY_GENERAL,FIC009000
Mob Rules,Cameron Haley,320,17.95,CND,"LOS ANGELES (CALIF.)_FICTION , FICTION_ROMANCE_FANTASY , CRIME_FICTION , FICTION_GHOST","FIC027030 , FIC012000 , FIC050000"
Mogworld,Yahtzee Croshaw,416,,,FICTION_FANTASY_GENERAL,FIC009000
Montezuma's Pearl,David L. Jones,,,,"FICTION_SCIENCE FICTION_GENERAL , FICTION_FANTASY_GENERAL","FIC028000 , FIC009000"
Moon Gazer,Mari Mancusi,355,,,FICTION_ROMANCE_FANTASY,FIC027030
Moonshine,Rob Thurman,352,,,FICTION_FANTASY_GENERAL,FIC009000
More Tales of Pirx the Pilot,Stanislaw Lem,220,,,FICTION_GENERAL,FIC000000
More Tales of Pirx the Pilot,Stanislaw Lem and Louis Iribarne,216,11.95,USD,FICTION_GENERAL,FIC000000
Mother Aegypt and Other Stories,Kage Baker and Mike Dringenberg,249,,,"FICTION_SHORT STORIES (single author) , FICTION_SCIENCE FICTION_GENERAL","FIC028000 , FIC029000"
Moving Pictures,Terry Pratchett,279,,,"FICTION_FANTASY_GENERAL , DISCWORLD (IMAGINARY PLACE)_FICTION",FIC009000
Name of the Rose,Umberto Eco,592,,,"ITALY_FICTION , CONTINENTAL EUROPEAN FICTION (FICTIONAL WORKS BY ONE AUTHOR) , FICTION_SUSPENSE , WILLIAM, OF BASKERVILLE (FICTITIOUS CHARACTER)_FICTION , FICTION_MYSTERY & DETECTIVE_HISTORICAL","FIC019000 , FIC022060 , FIC030000"
"Nature's Cures : From Acupressure and Aromatherapy to Walking and Yoga--The Ultimate Guide to the Best, Scientifically Proven, Drug-Free Healing Methods",Michael Castleman,528,,,"ALTERNATIVE MEDICINE , NATUROPATHY","MED004000 , HEA016000"
Neon Court,Kate Griffin,400,,,"FICTION_FANTASY_GENERAL , LONDON (ENGLAND)_FICTION",FIC009000
Neverwhere,Neil Gaiman,400,,,"FICTION_FANTASY_CONTEMPORARY , LONDON (ENGLAND)_FICTION",FIC009010
New Adventures of Jack and Jack,Bill Willingham and Matthew Sturges,128,10.99,GBP,COMICS & GRAPHIC NOVELS_FANTASY,CGN004030
New Amsterdam,Elizabeth Bear,267,,,"FICTION_MYSTERY & DETECTIVE_GENERAL , FICTION_FANTASY_GENERAL , AMSTERDAM (NETHERLANDS)_FICTION , VAMPIRES_FICTION","FIC022000 , FIC009000 , FIC024000"
Newton's Cannon : Book One of the AGE of UNREASON,J. Gregory Keyes,384,,,"FICTION_FANTASY_HISTORICAL , FRANCE_FICTION , FRANKLIN, BENJAMIN, 1706-1790_FICTION","FIC009030 , FIC041000"
Night Child,Jes Battis,304,,,FICTION_FANTASY_GENERAL,FIC009000
Night in the Lonesome October,Roger Zelazny,280,,,"FICTION_FANTASY_GENERAL , FICTION_SCIENCE FICTION_GENERAL","FIC028000 , FIC009000"
Nightlife,Rob Thurman,352,,,FICTION_FANTASY_GENERAL,FIC009000
Nightmare Express,Isidore Haiblum,,,,FICTION_GENERAL,FIC000000
Night Shift,Lilith Saintcrow,352,,,FICTION_HORROR,FIC015000
Nine Gates,Phillip Brugalette,320,,,FICTION_SCIENCE FICTION_GENERAL,FIC028000
Nine Gates,Jane Lindskold,400,,,"FICTION_FANTASY_GENERAL , AFRICAN AMERICANS_FICTION","FIC009000 , FIC049000"
Ninety Trillion Fausts,Jack L. Chalker,368,,,FICTION_SCIENCE FICTION_ADVENTURE,FIC028010
No Werewolves Allowed,Cheyenne McCray,320,,,"FICTION_MYSTERY & DETECTIVE_WOMEN SLEUTHS , PRIVATE INVESTIGATORS_FICTION , FICTION_ROMANCE_SUSPENSE , NEW YORK (N.Y.)_FICTION","FIC022040 , FIC027110 , FIC022090"
"Numerical Methods for Computer Science, Engineering, and Mathematics",John H. Mathews,512,,,COMPUTER SCIENCE_MATHEMATICS,MAT008000
Nutrition Almanac,KIRSCHMANN,,,,,
On a Pale Horse,Piers Anthony,352,,,FICTION_FANTASY_GENERAL,FIC009000
One for the Morning Glory,John Barnes,319,,,FICTION_FANTASY_GENERAL,FIC009000
One More for the Road,Ray Bradbury,368,,,"FICTION_SCIENCE FICTION_SHORT STORIES , FICTION_FANTASY_SHORT STORIES","FIC009040 , FIC028040"
On the Edge,Ilona Andrews,336,,,FICTION_FANTASY_GENERAL,FIC009000
Oracle of the Dreamtime : Aboriginal Dreamings Offer Guidance for Today,Donni Hakanson,168,,,WISDOM,PHI000000
Or Else My Lady Keeps the Key,Kage Baker,184,35,USD,"FICTION_HISTORICAL , FICTION_SEA STORIES , CRIME_FICTION , PANAMA_FICTION , JAMAICA_FICTION","FIC014000 , FIC047000 , FIC050000"
Overtime,T. Holt,320,,,,
Overtime!,,,19.95,USD,FICTION_EROTICA,FIC005000
Patricia Briggs' Mercy Thompson Vol. 2 : Moon Called,"Amelia Woo, Patricia Briggs and David Lawrence",120,,,COMICS & GRAPHIC NOVELS_ROMANCE,CGN004090
People of the Lightning,Kathleen O'Neal Gear and W. Michael Gear,608,,,"FICTION_HISTORICAL , INDIANS OF NORTH AMERICA_FICTION , FLORIDA_FICTION","FIC059000 , FIC014000"
People of the Mist,Kathleen O'Neal Gear and W. Michael Gear,576,,,"FICTION_HISTORICAL , INDIANS OF NORTH AMERICA_FICTION , MARYLAND_FICTION","FIC059000 , FIC014000"
People of the Owl : A Novel of Prehistoric North America,Kathleen O'Neal Gear and W. Michael Gear,640,,,FICTION_FANTASY_GENERAL,FIC009000
People of the Thunder : Book Two of the Moundville Duology,W. Michael Gear and Kathleen O'Neal Gear,512,,,"FICTION_HISTORICAL , INDIANS OF NORTH AMERICA_FICTION","FIC059000 , FIC014000"
People of the Wolf,W. Michael Gear and Kathleen O'Neal Gear,448,,,"FICTION_HISTORICAL , INDIANS OF NORTH AMERICA_FICTION","FIC059000 , FIC014000"
People's Doonesbury : Notes from Underfoot,G. B. Trudeau,224,,,"CARICATURES AND CARTOONS , DOONESBURY, MIKE (FICTITIOUS CHARACTER)_FICTION",HUM001000
Phoenix Rising,Pip Ballantine and Tee Morris,416,,,"FICTION_SCIENCE FICTION_GENERAL , CRIME_FICTION , LONDON (ENGLAND)_FICTION","FIC028000 , FIC050000"
Physics for Entertainment,Yakov Perelman,336,,,PHYSICS,SCI055000
Pigs Don't Fly,Mary Brown,384,4.99,GBP,FICTION_FANTASY_GENERAL,FIC009000
Pillars of the Earth,Ken Follett,1024,,,"GREAT BRITAIN_FICTION , FICTION_HISTORICAL",FIC014000
Play Dead,John Levitt,304,,,"FICTION_FANTASY_GENERAL , MISSING PERSONS_FICTION",FIC009000
Poltergeist,Kat Richardson,352,,,"FICTION_MYSTERY & DETECTIVE_GENERAL , FICTION_FANTASY_GENERAL , PRIVATE INVESTIGATORS_FICTION","FIC022000 , FIC009000 , FIC022090"
Portability and the C Language,Rex Jaeschke,382,32.5,CND,"C (COMPUTER PROGRAM LANGUAGE) , SOFTWARE COMPATIBILITY","COM051060 , COM051000"
Practical Programming in TCL and TK,"Brent B. Welch, Jeffrey Hobbs and Ken Jones",960,,,"TCL (COMPUTER PROGRAM LANGUAGE) , TK TOOLKIT (COMPUTER PROGRAM)","COM051010 , COM051440"
Princess of Roumania,Paul Park,368,,,"MASSACHUSETTS_FICTION , MOTHERS AND DAUGHTERS_FICTION , FICTION_FANTASY_GENERAL",FIC009000
Procession of the Dead,Darren Shan,300,,,FICTION_FANTASY_GENERAL,FIC009000
Programmer's Geometry,Adrian Bowyer and John Woodwark,160,63.5,CND,"GEOMETRY , COMPUTER SCIENCE_MATHEMATICS","MAT012000 , MAT008000"
Programming in C,Stephen G. Kochan,576,,,C (COMPUTER PROGRAM LANGUAGE),COM051060
Pure Blood,Caitlin Kittredge,352,,,"CRIME_FICTION , FICTION_MYSTERY & DETECTIVE_WOMEN SLEUTHS","FIC022040 , FIC050000"
Pyramid Scheme,Eric Flint and Dave Freer,432,,,"FICTION_HUMOROUS , FICTION_SCIENCE FICTION_GENERAL , CHICAGO (ILL.)_FICTION","FIC028000 , FIC016000"
Python in a Nutshell,Alex Martelli,656,,,PYTHON (COMPUTER PROGRAM LANGUAGE),COM051360
Quark and the Jaguar : Adventures in the Simple and the Complex,Murray Gell-Mann,416,,,"ECUADOR_DESCRIPTION AND TRAVEL , PARTICLES (NUCLEAR PHYSICS) , PHYSICISTS_BIOGRAPHY","TRV024040 , SCI051000 , BIO015000"
Queen Victoria : Demon Hunter - She Loved Her Country - She Hated Zombies,A. E. Moorat,384,,,"FICTION_HORROR , VICTORIA, QUEEN OF GREAT BRITAIN, 1819-1901_FICTION , GREAT BRITAIN_FICTION","FIC015000 , FIC041000"
Quest for the 36,Stephen Billias,208,,,FICTION_SCIENCE FICTION_GENERAL,FIC028000
Radioactive Redhead,John Zakour and Lawrence Ganem,368,,,FICTION_SCIENCE FICTION_GENERAL,FIC028000
Raising Abel,W. Michael Gear and Kathleen O'Neal Gear,592,,,"FICTION_THRILLERS , FICTION_SCIENCE FICTION_GENERAL","FIC028000 , FIC031000"
Raven Calls,C. E. Murphy,368,17.95,CND,"FICTION_FANTASY_GENERAL , FICTION_ROMANCE_TIME TRAVEL , IRELAND_FICTION","FIC009000 , FIC027090"
Raven's Shadow,Patricia Briggs,352,,,FICTION_FANTASY_GENERAL,FIC009000
Real-Time UML : Developing Efficient Objects for Embedded Systems,Bruce P. Douglass,400,,,"REAL-TIME PROGRAMMING , UML (COMPUTER SCIENCE)","COM051450 , COM051000"
Reamde,Neal Stephenson,912,,,"FICTION_SCIENCE FICTION_GENERAL , FICTION_SUSPENSE","FIC028000 , FIC030000"
Red Hood's Revenge,Jim C. Hines,352,,,FICTION_FANTASY_GENERAL,FIC009000
Redshirts : A Novel with Three Codas,John Scalzi,320,,,"FICTION_SCIENCE FICTION_SPACE OPERA , FICTION_SCIENCE FICTION_ADVENTURE","FIC028010 , FIC028030"
Robot Builder's Bonanza,Gordon McComb and Myke Predko,733,,,ROBOTICS,TEC037000
Rolling Thunder,Doug Boyd,288,,,"INDIANS OF NORTH AMERICA_CULTURE , INDIANS OF NORTH AMERICA_RITES AND CEREMONIES , INDIANS OF NORTH AMERICA_MEDICINE",SOC021000
Rude Mechanicals,Kage Baker and J. K. Potter,114,35,USD,"FICTION_HISTORICAL , FICTION_SCIENCE FICTION_GENERAL , LOS ANGELES (CALIF.)_FICTION","FIC028000 , FIC014000"
Sacred Clowns,Tony Hillerman,288,,,"LEAPHORN, JOE, LT. (FICTITIOUS CHARACTER)_FICTION , CHEE, JIM (FICTITIOUS CHARACTER)_FICTION , ARIZONA_FICTION , NAVAJO INDIAN RESERVATION_FICTION , FICTION_MYSTERY & DETECTIVE_POLICE PROCEDURAL , INDIANS OF NORTH AMERICA_FICTION , FICTION_POLITICAL","FIC059000 , FIC037000 , FIC022020"
Sacred Ground,Mercedes Lackey,400,,,"FICTION_MYSTERY & DETECTIVE_WOMEN SLEUTHS , OKLAHOMA_FICTION , INDIANS OF NORTH AMERICA_FICTION","FIC022040 , FIC059000"
Sapphire Sirens,John Zakour,352,,,FICTION_SCIENCE FICTION_GENERAL,FIC028000
Schrodinger's Kittens : And the Search for Reality,John Gribbin,272,,,,
Schrödinger's Rabbits : The Many Worlds of Quantum,Colin Bruce,282,,,QUANTUM THEORY,SCI057000
Second Summoning,Tanya Huff,416,,,"FICTION_FANTASY_GENERAL , FICTION_OCCULT & SUPERNATURAL","FIC009000 , FIC024000"
Secret History of Moscow,Ekaterina Sedia,304,,,"FICTION_FANTASY_GENERAL , MOSCOW (RUSSIA)_FICTION",FIC009000
Secret of Power,Robert Collier,,,,,
Sending of Dragons,Jane Yolen,304,,,"CHILDREN'S FICTION , FANTASY FICTION , MONSTERS_FICTION","JUV052000 , JUV037000 , JUV000000"
Seraphs,Faith Hunter,336,,,FICTION_FANTASY_GENERAL,FIC009000
Serpent's Storm,Amber Benson,320,,,FICTION_FANTASY_GENERAL,FIC009000
Setting Sun,Warren Ellis,96,,,"COMICS & GRAPHIC NOVELS_GENERAL , FICTION_FANTASY_GENERAL","CGN000000 , FIC009000"
Seventh Heart,Marina Fitch,320,,,"FICTION_SCIENCE FICTION_GENERAL , FICTION_MYSTERY & DETECTIVE_GENERAL , CALIFORNIA_FICTION , SAN FRANCISCO (CALIF.)_FICTION","FIC028000 , FIC022000"
Sexual Success : The Best-Ever Practical Guide to Improved Sex and Love-Making - with 500 Photographs,Judy Bastyra,264,,,SEX INSTRUCTION,SEL034000
